Name,Ticker,Morningstar Sustainability Rating,Yield (%),Morningstar Category,Portfolio Sustainability Score,Portfolio Environmental Score,Portfolio Social Score,Portfolio Governance Score,Sustainable Investment by Prospectus,Sustainable Investment - ESG Fund,Sustainable Investment - Impact Fund,Sustainable Investment - Environmental Sector Fund,Animal Testing,% Alcohol,% Fossil Fuels,% Small Arms,% Thermal Coal,% Tobacco,YTD Return (%),1 Year Annualized (%),3 Years Annualized (%),5 Years Annualized (%),10 Years Annualized (%),Fund Size (Mil),Equity StyleBox,Fixed Income StyleBox,Average Market Cap (Mil),Average Credit Quality
American Century International Val A,MEQAX,3,1.79,Global Equity Large Cap,22.07,5.34,8.72,8.01,No,No,No,No,0,0,15.37,0.36,0.48,0.3,2.82,9.1,6.14,5.27,4.66,72.74,Large Value,,32505.04,AA
American Century International Val Inv,ACEVX,3,2.05,Global Equity Large Cap,22.07,5.34,8.72,8.01,No,No,No,No,0,0,15.37,0.36,0.48,0.3,3.11,9.3,6.44,5.51,4.93,72.74,Large Value,,32505.04,AA
American Century International Val R6,ACVDX,3,2.41,Global Equity Large Cap,22.07,5.34,8.72,8.01,No,No,No,No,0,0,15.37,0.36,0.48,0.3,3.36,9.71,6.81,5.9,5.18,72.74,Large Value,,32505.04,AA
American Century International Value I,ACVUX,3,2.26,Global Equity Large Cap,22.07,5.34,8.72,8.01,No,No,No,No,0,0,15.37,0.36,0.48,0.3,3.32,9.54,6.64,5.72,5.13,72.74,Large Value,,32505.04,AA
American Century Mid Cap Value A,ACLAX,3,0.95,US Equity Mid Cap,22.95,5.17,9.33,6.73,No,No,No,No,0,0,11.42,2.62,3.78,0,14.75,17.89,10.13,7.94,11.94,8390.47,Mid Value,,18069.89,AA
American Century Mid Cap Value C,ACCLX,3,0.29,US Equity Mid Cap,22.95,5.17,9.33,6.73,No,No,No,No,0,0,11.42,2.62,3.78,0,13.97,17.02,9.3,7.13,11.1,8390.47,Mid Value,,18069.89,AA
American Century Mid Cap Value I,AVUAX,3,1.36,US Equity Mid Cap,22.95,5.17,9.33,6.73,No,No,No,No,0,0,11.42,2.62,3.78,0,15.2,18.42,10.61,8.42,12.44,8390.47,Mid Value,,18069.89,AA
American Century Mid Cap Value Inv,ACMVX,3,1.17,US Equity Mid Cap,22.95,5.17,9.33,6.73,No,No,No,No,0,0,11.42,2.62,3.78,0,15.05,18.2,10.4,8.21,12.22,8390.47,Mid Value,,18069.89,AA
American Century Mid Cap Value R,AMVRX,3,0.72,US Equity Mid Cap,22.95,5.17,9.33,6.73,No,No,No,No,0,0,11.42,2.62,3.78,0,14.53,17.59,9.85,7.67,11.65,8390.47,Mid Value,,18069.89,AA
American Century Mid Cap Value R5,AMVGX,3,1.35,US Equity Mid Cap,22.95,5.17,9.33,6.73,No,No,No,No,0,0,11.42,2.62,3.78,0,15.26,18.48,10.63,8.42,12.33,8390.47,Mid Value,,18069.89,AA
American Century Mid Cap Value R6,AMDVX,3,1.49,US Equity Mid Cap,22.95,5.17,9.33,6.73,No,No,No,No,0,0,11.42,2.62,3.78,0,15.45,18.66,10.79,8.59,12.56,8390.47,Mid Value,,18069.89,AA
American Century Mid Cap Value Y,AMVYX,3,1.49,US Equity Mid Cap,22.95,5.17,9.33,6.73,No,No,No,No,0,0,11.42,2.62,3.78,0,15.45,18.64,10.79,8.57,12.41,8390.47,Mid Value,,18069.89,AA
American Century NT Disciplined Gr Inv,ANTDX,4,0,US Equity Large Cap Growth,19.79,2.35,9.4,7.08,No,No,No,No,0,0,0,0.26,0,0,22.29,28.99,24.61,20.6,12.41,677.72,Large Growth,,211225.31,AA
American Century NT Disciplined Growth G,ANDGX,4,0.47,US Equity Large Cap Growth,19.79,2.35,9.4,7.08,No,No,No,No,0,0,0,0.26,0,0,23.44,30.23,25.88,21.68,12.41,677.72,Large Growth,,211225.31,AA
American Century NT Diversified Bond G,ACLDX,3,1.93,US Fixed Income,25.19,3.31,10.17,6.69,No,No,No,No,0,0.4,3.84,0.28,2.34,0,-0.17,0.14,6.19,3.99,3.31,4887.78,Small Value,Medium Moderate,211225.31,BBB
American Century NT Emerging Markets G,ACLKX,4,1.71,Global Emerging Markets Equity,24.68,4.6,8.29,8.24,No,No,No,No,0,0.89,4.15,0,0,0,-6.41,2.06,12.7,12,7.47,856.88,Large Growth,,52990.74,BBB
American Century NT Equity Growth G,ACLEX,3,1.11,US Equity Large Cap Blend,21.22,3.14,9.59,7.11,No,No,No,No,0,0.12,3.95,0.45,0,0,24.02,28.57,19.18,16.7,14.88,1217.06,Large Core,,127690.82,BBB
American Century NT Global Real Estt G,ANRHX,3,1.38,Real Estate Sector Equity,14.63,3.69,4,4.95,No,No,No,No,0,0,0,0,0,0,23.56,28.69,15.65,12.58,14.88,621.21,Mid Core,,13189.24,BBB
American Century NT Global Real Estt Inv,ANREX,3,0.52,Real Estate Sector Equity,14.63,3.69,4,4.95,No,No,No,No,0,0,0,0,0,0,22.36,27.25,14.4,11.47,14.88,621.21,Mid Core,,13189.24,BBB
American Century NT Growth G,ACLTX,4,0.37,US Equity Large Cap Growth,19.47,2.62,9.27,7.29,No,No,No,No,0,0,0,0,0,0,26.31,32.02,29.3,25.29,18.52,1629.4,Large Growth,,343071.95,BBB
American Century NT Heritage G,ACLWX,5,0.26,US Equity Mid Cap,20.76,3.58,9.55,6.61,No,No,No,No,0,0,0,0,0,0,12.23,18.59,26.17,20.7,15.72,1154.99,Mid Growth,,27101.05,BBB
American Century NT International Gr G,ACLNX,4,0.62,Global Equity Large Cap,19.51,3.63,7.71,6.23,No,No,No,No,0,4.13,3.73,0.54,0,0,6.86,11.71,18.61,15.34,10.28,1548.2,Large Growth,,48201.7,BBB
American Century NT Intl Sm-Md Cp G,ANTMX,3,0.62,Global Equity Mid/Small Cap,23.02,3.77,5.79,4.74,No,No,No,No,0,1.13,1.13,0,0,0,11.4,19.45,20.62,15.44,10.28,555.45,Mid Growth,,3985.53,BBB
American Century NT Intl Sm-Md Cp Inv,ANTSX,3,0,Global Equity Mid/Small Cap,23.02,3.77,5.79,4.74,No,No,No,No,0,1.13,1.13,0,0,0,9.96,17.7,18.9,13.95,10.28,555.45,Mid Growth,,3985.53,BBB
American Century NT Intl Val G,ANTYX,3,2.81,Global Equity Large Cap,22.09,5.36,8.72,8.01,No,No,No,No,0,0,15.57,0.34,0.49,0.33,4.12,10.58,7.7,6.85,10.28,1437.48,Large Value,,32633.68,BBB
American Century NT Intl Val Inv,ANTVX,3,1.74,Global Equity Large Cap,22.09,5.36,8.72,8.01,No,No,No,No,0,0,15.57,0.34,0.49,0.33,2.99,9.25,6.4,5.69,10.28,1437.48,Large Value,,32633.68,BBB
American Century NT Mid Cap Value G,ACLMX,3,2.06,US Equity Mid Cap,22.94,5.17,9.34,6.74,No,No,No,No,0,0,11.18,2.63,3.74,0,15.93,19.23,11.42,9.12,12.82,1789.9,Mid Value,,18136.49,BBB
American Century One Choice 2025 I,ARWFX,3,1.15,Target Date,22.62,3.85,8.9,6.77,No,No,No,No,0,0.29,5.76,0.56,1.31,0.02,7.37,9.97,10.63,8.76,8.15,1744.09,Large Core,Medium Moderate,68807.5,BBB
American Century One Choice 2035 I,ARLIX,3,1.05,Target Date,22.53,3.86,8.81,6.77,No,No,No,No,0,0.41,6.32,0.62,1.3,0.02,8.48,11.75,12.31,10.21,9.47,2438.01,Large Core,Low Moderate,62655.46,BB
American Century One Choice 2040 I,ARDSX,3,1.02,Target Date,22.48,3.85,8.79,6.8,No,No,No,No,0,0.48,6.46,0.65,1.27,0.02,8.91,12.55,13.11,10.96,10.14,1752.58,Large Core,Low Moderate,59727.82,BB
American Century One Choice 2045 I,AOOIX,3,0.86,Target Date,22.35,3.85,8.82,6.85,No,No,No,No,0,0.56,6.43,0.67,1.2,0.02,9.62,13.55,13.97,11.72,10.76,1842.88,Large Core,Low Moderate,58502.19,BB
American Century One Choice 2045 Inv,AROIX,3,0.68,Target Date,22.35,3.85,8.82,6.85,No,No,No,No,0,0.56,6.43,0.67,1.2,0.02,9.41,13.28,13.75,11.5,10.54,1842.88,Large Core,Low Moderate,58502.19,BB
American Century One Choice 2045 R6,ARDOX,3,1.47,Target Date,22.35,3.85,8.82,6.85,No,No,No,No,0,0.56,6.43,0.67,1.2,0.02,9.82,13.76,14.16,11.89,10.89,1842.88,Large Core,Low Moderate,58502.19,BB
American Century One Choice 2050 A,ARFMX,3,0.5,Target Date,22.2,3.83,8.87,6.9,No,No,No,No,0,0.63,6.34,0.71,1.13,0.02,9.92,14.09,14.3,11.92,10.69,1303.76,Large Core,Low Moderate,58195.23,BB
American Century One Choice 2050 I,ARFSX,3,0.9,Target Date,22.2,3.83,8.87,6.9,No,No,No,No,0,0.63,6.34,0.71,1.13,0.02,10.38,14.56,14.83,12.42,11.2,1303.76,Large Core,Low Moderate,58195.23,BB
American Century One Choice 2050 Inv,ARFVX,3,0.72,Target Date,22.2,3.83,8.87,6.9,No,No,No,No,0,0.63,6.34,0.71,1.13,0.02,10.26,14.44,14.6,12.2,10.98,1303.76,Large Core,Low Moderate,58195.23,BB
American Century One Choice 2050 R6,ARFEX,3,1.16,Target Date,22.2,3.83,8.87,6.9,No,No,No,No,0,0.63,6.34,0.71,1.13,0.02,10.53,14.78,14.99,12.57,11.32,1303.76,Large Core,Low Moderate,58195.23,BB
American Century One Choice 2055 A,AREMX,3,0.47,Target Date,22.12,3.82,8.9,6.92,No,No,No,No,0,0.68,6.3,0.73,1.09,0.02,10.36,14.65,14.66,12.19,10.94,873.43,Large Core,Low Moderate,58028.5,BB
American Century One Choice 2055 I,ARENX,3,0.87,Target Date,22.12,3.82,8.9,6.92,No,No,No,No,0,0.68,6.3,0.73,1.09,0.02,10.9,15.18,15.19,12.7,11.43,873.43,Large Core,Low Moderate,58028.5,BB
American Century One Choice 2055 Inv,AREVX,3,0.69,Target Date,22.12,3.82,8.9,6.92,No,No,No,No,0,0.68,6.3,0.73,1.09,0.02,10.65,14.97,14.97,12.47,11.22,873.43,Large Core,Low Moderate,58028.5,BB
American Century One Choice 2055 R6,AREUX,3,1.18,Target Date,22.12,3.82,8.9,6.92,No,No,No,No,0,0.68,6.3,0.73,1.09,0.02,11,15.42,15.36,12.85,11.56,873.43,Large Core,Low Moderate,58028.5,BB
American Century One Choice 2060 I,ARGNX,3,0.91,Target Date,22.07,3.82,8.91,6.94,No,No,No,No,0,0.69,6.28,0.74,1.07,0.02,11.25,15.72,15.43,12.89,11.56,338.99,Large Core,Low Moderate,57989.67,BB
American Century One Choice 2060 Inv,ARGVX,3,0.74,Target Date,22.07,3.82,8.91,6.94,No,No,No,No,0,0.69,6.28,0.74,1.07,0.02,10.99,15.45,15.2,12.67,11.56,338.99,Large Core,Low Moderate,57989.67,BB
American Century One Choice 2060 R6,ARGDX,3,1.04,Target Date,22.07,3.82,8.91,6.94,No,No,No,No,0,0.69,6.28,0.74,1.07,0.02,11.35,15.84,15.61,13.05,11.56,338.99,Large Core,Low Moderate,57989.67,BB
American Century One Choice Agrsv Inv,AOGIX,3,0.79,Aggressive Allocation,22.25,3.82,8.73,6.77,No,No,No,No,0,0.64,6.53,0.72,1.04,0.03,10.68,15.06,15.02,12.4,10.8,1085.16,Large Core,Low Moderate,53548.16,BB
American Century One Choice Agrsv R,AORYX,3,0.34,Aggressive Allocation,22.25,3.82,8.73,6.77,No,No,No,No,0,0.64,6.53,0.72,1.04,0.03,10.26,14.49,14.46,11.85,10.26,1085.16,Large Core,Low Moderate,53548.16,BB
American Century One Choice Cnsrv Inv,AOCIX,3,1.36,Cautious Allocation,22.52,3.85,8.7,6.61,No,No,No,No,0,0.3,5.47,0.58,1.31,0.03,6.97,9.6,10.71,8.32,7.24,1452.78,Large Core,Medium Moderate,52794.79,BBB
American Century One Choice Cnsrv R,AORSX,3,0.9,Cautious Allocation,22.52,3.85,8.7,6.61,No,No,No,No,0,0.3,5.47,0.58,1.31,0.03,6.44,8.98,10.13,7.77,6.7,1452.78,Large Core,Medium Moderate,52794.79,BBB
American Century One Choice In Ret A,ARTAX,3,0.95,Target Date,22.64,3.85,8.97,6.8,No,No,No,No,0,0.27,5.53,0.54,1.3,0.02,6.41,8.83,9.47,7.54,6.76,2463.03,Large Core,Medium Moderate,71017.99,BBB
American Century One Choice In Ret C,ATTCX,3,0.54,Target Date,22.64,3.85,8.97,6.8,No,No,No,No,0,0.27,5.53,0.54,1.3,0.02,5.74,7.96,8.66,6.75,5.97,2463.03,Large Core,Medium Moderate,71017.99,BBB
American Century One Choice In Ret I,ATTIX,3,1.38,Target Date,22.64,3.85,8.97,6.8,No,No,No,No,0,0.27,5.53,0.54,1.3,0.02,6.92,9.32,9.96,8.04,7.24,2463.03,Large Core,Medium Moderate,71017.99,BBB
American Century One Choice In Ret Inv,ARTOX,3,1.19,Target Date,22.64,3.85,8.97,6.8,No,No,No,No,0,0.27,5.53,0.54,1.3,0.02,6.76,9.1,9.77,7.83,7.03,2463.03,Large Core,Medium Moderate,71017.99,BBB
American Century One Choice In Ret R,ARSRX,3,0.77,Target Date,22.64,3.85,8.97,6.8,No,No,No,No,0,0.27,5.53,0.54,1.3,0.02,6.21,8.57,9.21,7.28,6.5,2463.03,Large Core,Medium Moderate,71017.99,BBB
American Century One Choice In Ret R6,ARDTX,3,1.91,Target Date,22.64,3.85,8.97,6.8,No,No,No,No,0,0.27,5.53,0.54,1.3,0.02,7.03,9.47,10.14,8.19,7.37,2463.03,Large Core,Medium Moderate,71017.99,BBB
American Century One Choice Mod Inv,AOMIX,3,1.06,Moderate Allocation,22.37,3.83,8.66,6.68,No,No,No,No,0,0.48,6.05,0.66,1.17,0.03,9.1,12.75,13.17,10.6,9.24,2185.56,Large Core,Low Moderate,53475.39,BB
American Century One Choice Mod R,AORMX,3,0.61,Moderate Allocation,22.37,3.83,8.66,6.68,No,No,No,No,0,0.48,6.05,0.66,1.17,0.03,8.63,12.19,12.61,10.06,8.71,2185.56,Large Core,Low Moderate,53475.39,BB
American Century One Choice VryAgrsv Inv,AOVIX,4,0.51,Aggressive Allocation,21.87,3.73,8.68,6.84,No,No,No,No,0,0.86,5.71,0.77,0.77,0.03,12.17,17.58,16.95,14.2,12.35,413.57,Large Core,,48376.56,BB
American Century One Choice VryAgrsv R,AORVX,4,0.08,Aggressive Allocation,21.87,3.73,8.68,6.84,No,No,No,No,0,0.86,5.71,0.77,0.77,0.03,11.64,17.01,16.38,13.63,11.79,413.57,Large Core,,48376.56,BB
American Century One Choice VryCnsrv Inv,AONIX,3,1.46,Cautious Allocation,23.32,3.81,8.97,6.61,No,No,No,No,0,0.09,4.27,0.5,1.32,0.01,5.32,7.01,8.24,6.13,5.18,535.61,Large Core,Medium Moderate,62487.45,BBB
American Century One Choice VryCnsrv R,AORHX,3,0.98,Cautious Allocation,23.32,3.81,8.97,6.61,No,No,No,No,0,0.09,4.27,0.5,1.32,0.01,4.77,6.48,7.69,5.6,4.66,535.61,Large Core,Medium Moderate,62487.45,BBB
American Century Real Estate A,AREEX,3,1.21,Real Estate Sector Equity,14.28,3.96,3.98,4.75,No,No,No,No,0,0,0.77,0,0,0,28.03,31.32,12.11,9.52,10.12,1054,Mid Core,,23507.41,BBB
American Century Real Estate I,REAIX,3,1.6,Real Estate Sector Equity,14.28,3.96,3.98,4.75,No,No,No,No,0,0,0.77,0,0,0,28.55,31.95,12.61,10.02,10.62,1054,Mid Core,,23507.41,BBB
American Century Real Estate Inv,REACX,3,1.43,Real Estate Sector Equity,14.28,3.96,3.98,4.75,No,No,No,No,0,0,0.77,0,0,0,28.34,31.67,12.4,9.8,10.4,1054,Mid Core,,23507.41,BBB
American Century Real Estate R,AREWX,3,1,Real Estate Sector Equity,14.28,3.96,3.98,4.75,No,No,No,No,0,0,0.77,0,0,0,27.77,31.04,11.83,9.26,9.85,1054,Mid Core,,23507.41,BBB
American Century Real Estate R5,ARREX,3,1.6,Real Estate Sector Equity,14.28,3.96,3.98,4.75,No,No,No,No,0,0,0.77,0,0,0,28.55,31.95,12.61,10,10.49,1054,Mid Core,,23507.41,BBB
American Century Real Estate R6,AREDX,3,1.73,Real Estate Sector Equity,14.28,3.96,3.98,4.75,No,No,No,No,0,0,0.77,0,0,0,28.7,32.11,12.78,10.18,10.71,1054,Mid Core,,23507.41,BBB
American Century Real Estate Y,ARYEX,3,1.73,Real Estate Sector Equity,14.28,3.96,3.98,4.75,No,No,No,No,0,0,0.77,0,0,0,28.74,32.15,12.78,10.15,10.57,1054,Mid Core,,23507.41,BBB
American Century Select A,TWCAX,4,0,US Equity Large Cap Growth,19.89,2.23,9.88,7.68,No,No,No,No,0,1.19,0.69,0,0,0,22.05,27.22,26.61,22.54,17.49,5144.49,Large Growth,,400316.2,BBB
American Century Select C,ACSLX,4,0,US Equity Large Cap Growth,19.89,2.23,9.88,7.68,No,No,No,No,0,1.19,0.69,0,0,0,21.24,26.29,25.68,21.62,16.61,5144.49,Large Growth,,400316.2,BBB
American Century Select I,TWSIX,4,0,US Equity Large Cap Growth,19.89,2.23,9.88,7.68,No,No,No,No,0,1.19,0.69,0,0,0,22.55,27.81,27.19,23.09,18.02,5144.49,Large Growth,,400316.2,BBB
American Century Select Inv,TWCIX,4,0,US Equity Large Cap Growth,19.89,2.23,9.88,7.68,No,No,No,No,0,1.19,0.69,0,0,0,22.34,27.56,26.93,22.84,17.78,5144.49,Large Growth,,400316.2,BBB
American Century Select R,ASERX,4,0,US Equity Large Cap Growth,19.89,2.23,9.88,7.68,No,No,No,No,0,1.19,0.69,0,0,0,21.79,26.91,26.3,22.24,17.19,5144.49,Large Growth,,400316.2,BBB
American Century Select R5,ASLGX,4,0,US Equity Large Cap Growth,19.89,2.23,9.88,7.68,No,No,No,No,0,1.19,0.69,0,0,0,22.57,27.83,27.18,23.06,17.88,5144.49,Large Growth,,400316.2,BBB
American Century Select R6,ASDEX,4,0,US Equity Large Cap Growth,19.89,2.23,9.88,7.68,No,No,No,No,0,1.19,0.69,0,0,0,22.73,28,27.38,23.28,18.13,5144.49,Large Growth,,400316.2,BBB
American Century Select Y,ASLWX,4,0,US Equity Large Cap Growth,19.89,2.23,9.88,7.68,No,No,No,No,0,1.19,0.69,0,0,0,22.73,28.01,27.38,23.24,17.97,5144.49,Large Growth,,400316.2,BBB
American Century Small Cap Growth A,ANOAX,4,0,US Equity Small Cap,26.83,1.86,2.41,1.65,No,No,No,No,0,0,2.31,0,0,0.61,4.03,12.85,24.12,20.56,16.27,2106.19,Small Growth,,4043.03,BBB
American Century Small Cap Growth C,ANOCX,4,0,US Equity Small Cap,26.83,1.86,2.41,1.65,No,No,No,No,0,0,2.31,0,0,0.61,3.35,12.03,23.19,19.64,15.4,2106.19,Small Growth,,4043.03,BBB
American Century Small Cap Growth G,ANOHX,4,0,US Equity Small Cap,26.83,1.86,2.41,1.65,No,No,No,No,0,0,2.31,0,0,0.61,5.4,14.5,25.73,21.6,16.93,2106.19,Small Growth,,4043.03,BBB
American Century Small Cap Growth I,ANONX,4,0,US Equity Small Cap,26.83,1.86,2.41,1.65,No,No,No,No,0,0,2.31,0,0,0.61,4.48,13.34,24.66,21.08,16.78,2106.19,Small Growth,,4043.03,BBB
American Century Small Cap Growth Inv,ANOIX,4,0,US Equity Small Cap,26.83,1.86,2.41,1.65,No,No,No,No,0,0,2.31,0,0,0.61,4.27,13.12,24.42,20.84,16.56,2106.19,Small Growth,,4043.03,BBB
American Century Small Cap Growth R,ANORX,4,0,US Equity Small Cap,26.83,1.86,2.41,1.65,No,No,No,No,0,0,2.31,0,0,0.61,3.83,12.58,23.82,20.24,15.98,2106.19,Small Growth,,4043.03,BBB
American Century Small Cap Growth R5,ANOGX,4,0,US Equity Small Cap,26.83,1.86,2.41,1.65,No,No,No,No,0,0,2.31,0,0,0.61,4.47,13.38,24.68,21.07,16.67,2106.19,Small Growth,,4043.03,BBB
American Century Small Cap Growth R6,ANODX,4,0,US Equity Small Cap,26.83,1.86,2.41,1.65,No,No,No,No,0,0,2.31,0,0,0.61,4.6,13.53,24.85,21.27,16.9,2106.19,Small Growth,,4043.03,BBB
American Century Small Cap Growth Y,ANOYX,4,0,US Equity Small Cap,26.83,1.86,2.41,1.65,No,No,No,No,0,0,2.31,0,0,0.61,4.6,13.52,24.87,21.25,16.76,2106.19,Small Growth,,4043.03,BBB
American Century Small Cap Value A,ACSCX,5,0.05,US Equity Small Cap,24.53,1.69,2.8,2.15,No,No,No,No,0,0,1.75,2.21,0,0,30.15,40.38,18.07,12.42,13.15,6110.38,Small Value,,2821.15,BBB
American Century Small Cap Value C,ASVNX,5,0,US Equity Small Cap,24.53,1.69,2.8,2.15,No,No,No,No,0,0,1.75,2.21,0,0,29.11,39.24,17.22,11.58,12.31,6110.38,Small Value,,2821.15,BBB
American Century Small Cap Value G,ASVHX,5,1.23,US Equity Small Cap,24.53,1.69,2.8,2.15,No,No,No,No,0,0,1.75,2.21,0,0,31.61,42.18,19.62,13.41,13.8,6110.38,Small Value,,2821.15,BBB
American Century Small Cap Value I,ACVIX,5,0.38,US Equity Small Cap,24.53,1.69,2.8,2.15,No,No,No,No,0,0,1.75,2.21,0,0,30.59,40.89,18.62,12.91,13.66,6110.38,Small Value,,2821.15,BBB
American Century Small Cap Value Inv,ASVIX,5,0.2,US Equity Small Cap,24.53,1.69,2.8,2.15,No,No,No,No,0,0,1.75,2.21,0,0,30.41,40.57,18.35,12.69,13.44,6110.38,Small Value,,2821.15,BBB
American Century Small Cap Value R,ASVRX,5,0,US Equity Small Cap,24.53,1.69,2.8,2.15,No,No,No,No,0,0,1.75,2.21,0,0,29.67,39.92,17.76,12.14,12.86,6110.38,Small Value,,2821.15,BBB
American Century Small Cap Value R5,ASVGX,5,0.38,US Equity Small Cap,24.53,1.69,2.8,2.15,No,No,No,No,0,0,1.75,2.21,0,0,30.56,40.84,18.6,12.89,13.54,6110.38,Small Value,,2821.15,BBB
American Century Small Cap Value R6,ASVDX,5,0.51,US Equity Small Cap,24.53,1.69,2.8,2.15,No,No,No,No,0,0,1.75,2.21,0,0,30.85,41.23,18.78,13.1,13.77,6110.38,Small Value,,2821.15,BBB
American Century Small Cap Value Y,ASVYX,5,0.51,US Equity Small Cap,24.53,1.69,2.8,2.15,No,No,No,No,0,0,1.75,2.21,0,0,30.81,41.17,18.76,13.05,13.63,6110.38,Small Value,,2821.15,BBB
American Century Small Company I,ASCQX,3,0.14,US Equity Small Cap,26.79,0.54,1.6,1.21,No,No,No,No,0,0,4.1,0.01,0.03,0.01,17.54,27.8,13.39,10.2,11.92,212.14,Small Core,,3414.54,BBB
American Century Small Company Inv,ASQIX,3,0.1,US Equity Small Cap,26.79,0.54,1.6,1.21,No,No,No,No,0,0,4.1,0.01,0.03,0.01,17.32,27.55,13.14,9.97,11.69,212.14,Small Core,,3414.54,BBB
American Century Small Company R5,ASQGX,3,0.14,US Equity Small Cap,26.79,0.54,1.6,1.21,No,No,No,No,0,0,4.1,0.01,0.03,0.01,17.53,27.78,13.38,10.17,11.79,212.14,Small Core,,3414.54,BBB
American Century Strat Allc: Agrsv A,ACVAX,3,0.39,Aggressive Allocation,22.44,3.96,8.58,6.55,No,No,No,No,0,0.58,6.15,0.64,1.33,0.19,11.45,16,15.26,12.46,10.52,759.26,Large Core,Low Moderate,35353.23,BB
American Century Strat Allc: Agrsv C,ASTAX,3,0,Aggressive Allocation,22.44,3.96,8.58,6.55,No,No,No,No,0,0.58,6.15,0.64,1.33,0.19,10.55,14.96,14.35,11.6,9.69,759.26,Large Core,Low Moderate,35353.23,BB
American Century Strat Allc: Agrsv I,AAAIX,3,0.8,Aggressive Allocation,22.44,3.96,8.58,6.55,No,No,No,No,0,0.58,6.15,0.64,1.33,0.19,11.94,16.57,15.79,13,11.02,759.26,Large Core,Low Moderate,35353.23,BB
American Century Strat Allc: Agrsv Inv,TWSAX,3,0.62,Aggressive Allocation,22.44,3.96,8.58,6.55,No,No,No,No,0,0.58,6.15,0.64,1.33,0.19,11.58,16.2,15.52,12.72,10.78,759.26,Large Core,Low Moderate,35353.23,BB
American Century Strat Allc: Agrsv R,AAARX,3,0.17,Aggressive Allocation,22.44,3.96,8.58,6.55,No,No,No,No,0,0.58,6.15,0.64,1.33,0.19,11.08,15.61,14.94,12.17,10.23,759.26,Large Core,Low Moderate,35353.23,BB
American Century Strat Allc: Agrsv R5,ASAUX,3,0.8,Aggressive Allocation,22.44,3.96,8.58,6.55,No,No,No,No,0,0.58,6.15,0.64,1.33,0.19,11.8,16.43,15.74,12.92,10.87,759.26,Large Core,Low Moderate,35353.23,BB
American Century Strat Allc: Agrsv R6,AAAUX,3,0.93,Aggressive Allocation,22.44,3.96,8.58,6.55,No,No,No,No,0,0.58,6.15,0.64,1.33,0.19,12.11,16.65,15.97,13.15,11.11,759.26,Large Core,Low Moderate,35353.23,BB
American Century Strat Allc: Cnsrv A,ACCAX,3,1.22,Cautious Allocation,22.71,3.92,8.53,6.53,No,No,No,No,0,0.32,4.59,0.5,1.33,0.14,7.14,9.89,10.68,8.19,6.85,413.95,Large Core,Medium Moderate,35913.34,BBB
American Century Strat Allc: Cnsrv C,AACCX,3,0.67,Cautious Allocation,22.71,3.92,8.53,6.53,No,No,No,No,0,0.32,4.59,0.5,1.33,0.14,6.51,9.08,9.88,7.43,6.07,413.95,Large Core,Medium Moderate,35913.34,BBB
American Century Strat Allc: Cnsrv I,ACCIX,3,1.64,Cautious Allocation,22.71,3.92,8.53,6.53,No,No,No,No,0,0.32,4.59,0.5,1.33,0.14,7.66,10.54,11.23,8.71,7.35,413.95,Large Core,Medium Moderate,35913.34,BBB
American Century Strat Allc: Cnsrv Inv,TWSCX,3,1.46,Cautious Allocation,22.71,3.92,8.53,6.53,No,No,No,No,0,0.32,4.59,0.5,1.33,0.14,7.33,10.15,10.95,8.5,7.12,413.95,Large Core,Medium Moderate,35913.34,BBB
American Century Strat Allc: Cnsrv R,AACRX,3,1.02,Cautious Allocation,22.71,3.92,8.53,6.53,No,No,No,No,0,0.32,4.59,0.5,1.33,0.14,6.83,9.5,10.39,7.92,6.59,413.95,Large Core,Medium Moderate,35913.34,BBB
American Century Strat Allc: Cnsrv R5,AACGX,3,1.64,Cautious Allocation,22.71,3.92,8.53,6.53,No,No,No,No,0,0.32,4.59,0.5,1.33,0.14,7.65,10.52,11.22,8.71,7.23,413.95,Large Core,Medium Moderate,35913.34,BBB
American Century Strat Allc: Cnsrv R6,AACDX,3,1.78,Cautious Allocation,22.71,3.92,8.53,6.53,No,No,No,No,0,0.32,4.59,0.5,1.33,0.14,7.78,10.52,11.4,8.87,7.45,413.95,Large Core,Medium Moderate,35913.34,BBB
American Century Strat Allc: Mod A,ACOAX,3,0.78,Moderate Allocation,22.57,3.94,8.48,6.51,No,No,No,No,0,0.48,5.51,0.58,1.34,0.18,9.37,13.14,13.24,10.54,8.93,924.69,Large Core,Low Moderate,34689.83,BB
American Century Strat Allc: Mod C,ASTCX,3,0.35,Moderate Allocation,22.57,3.94,8.48,6.51,No,No,No,No,0,0.48,5.51,0.58,1.34,0.18,8.65,12.25,12.38,9.72,8.12,924.69,Large Core,Low Moderate,34689.83,BB
American Century Strat Allc: Mod I,ASAMX,3,1.19,Moderate Allocation,22.57,3.94,8.48,6.51,No,No,No,No,0,0.48,5.51,0.58,1.34,0.18,9.85,13.75,13.74,11.06,9.43,924.69,Large Core,Low Moderate,34689.83,BB
American Century Strat Allc: Mod Inv,TWSMX,3,1.01,Moderate Allocation,22.57,3.94,8.48,6.51,No,No,No,No,0,0.48,5.51,0.58,1.34,0.18,9.54,13.37,13.53,10.85,9.2,924.69,Large Core,Low Moderate,34689.83,BB
